MaLead,SoDienThoai,HoTen,NgayTiepNhan,MaChienDich,MaBaiViet,SanPham,Vung,ChiNhanh,NhuCau,TrangThai,PhanLoai,GiaoDichVien
BRC-03409,0978171538,Khách hàng 3409,17/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Ấm,GDV-054
BRC-02673,0903691130,Khách hàng 2673,17/09/2026,CMP-2026-Q3,,Vay mua nhà,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đã tư vấn,Cần nuôi,GDV-019
BRC-03852,0979600395,Khách hàng 3852,17/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-015
BRC-03352,0915442792,Khách hàng 3352,18/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Cần nuôi,GDV-041
BRC-03397,0946713218,Khách hàng 3397,18/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-033
BRC-02799,0976744994,Khách hàng 2799,18/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Mở mới,Chuyển hồ sơ,Ấm,GDV-057
BRC-03615,0937587894,Khách hàng 3615,18/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Ưu tiên thấp,GDV-028
BRC-03809,0906137355,Khách hàng 3809,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,So sánh sản phẩm,Mới,Ấm,GDV-035
BRC-02952,0962906392,Khách hàng 2952,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,So sánh sản phẩm,Mới,Cần nuôi,GDV-037
BRC-02872,0960113718,Khách hàng 2872,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,Đang liên hệ,Ấm,GDV-008
BRC-03457,0935589285,Khách hàng 3457,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Mở mới,Không liên hệ được,Cần nuôi,GDV-041
BRC-02633,0913634289,Khách hàng 2633,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-005
BRC-03398,0920284568,Khách hàng 3398,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Chuyển hồ sơ,Ưu tiên thấp,GDV-030
BRC-03477,0935481524,Khách hàng 3477,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,Mới,Cần nuôi,GDV-024
BRC-03422,0952743651,Khách hàng 3422,19/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-056
BRC-03783,0950491620,Khách hàng 3783,20/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Không liên hệ được,Nóng,GDV-052
BRC-03928,0936532414,Khách hàng 3928,20/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Mới,Nóng,GDV-017
BRC-03538,0997182182,Khách hàng 3538,20/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-053
BRC-03227,0997879625,Khách hàng 3227,20/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,Mới,Ấm,GDV-058
BRC-03594,0925150948,Khách hàng 3594,20/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-001
BRC-03082,0958626483,Khách hàng 3082,20/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-043
BRC-03220,0991273036,Khách hàng 3220,21/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đã tư vấn,Nóng,GDV-017
BRC-02984,0922710840,Khách hàng 2984,21/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đã tư vấn,Cần nuôi,GDV-032
BRC-03159,0928832531,Khách hàng 3159,21/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,Đã tư vấn,Nóng,GDV-022
BRC-02662,0941820502,Khách hàng 2662,21/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-031
BRC-03213,0948720253,Khách hàng 3213,21/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Đang liên hệ,Ưu tiên thấp,GDV-034
BRC-03667,0989086074,Khách hàng 3667,22/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-021
BRC-03732,0902029246,Khách hàng 3732,22/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Thành công,Ấm,GDV-024
BRC-02704,0912195658,Khách hàng 2704,22/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,So sánh sản phẩm,Đã tư vấn,Ấm,GDV-050
BRC-02832,0980901331,Khách hàng 2832,22/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,Mới,Ấm,GDV-046
BRC-03243,0917914063,Khách hàng 3243,23/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đã tư vấn,Ấm,GDV-049
BRC-02932,0950517127,Khách hàng 2932,23/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-042
BRC-02558,0942411831,Khách hàng 2558,23/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,Thành công,Ấm,GDV-049
BRC-03564,0966938495,Khách hàng 3564,23/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Cần nuôi,GDV-038
BRC-02776,0942496197,Khách hàng 2776,23/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Thành công,Ưu tiên thấp,GDV-037
BRC-03342,0917905094,Khách hàng 3342,23/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Nha Trang,Mở mới,Chuyển hồ sơ,Nóng,GDV-048
BRC-02828,0952319393,Khách hàng 2828,23/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-039
BRC-05561,0928156358,Khách hàng 2973,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Huế,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-056
BRC-03647,0901198318,Khách hàng 3647,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,Đã tư vấn,Ấm,GDV-016
BRC-02936,0907914791,Khách hàng 2936,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,So sánh sản phẩm,Không liên hệ được,Ưu tiên thấp,GDV-024
BRC-02829,0927249019,Khách hàng 2829,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Mở mới,Chuyển hồ sơ,Ấm,GDV-016
BRC-02882,0903560695,Khách hàng 2882,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Đã tư vấn,Nóng,GDV-020
BRC-03568,0910646119,Khách hàng 3568,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Không liên hệ được,Ấm,GDV-054
BRC-02574,0973626863,Khách hàng 2574,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Mở mới,Đã tư vấn,Cần nuôi,GDV-036
BRC-03096,0993473930,Khách hàng 3096,24/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đã tư vấn,Nóng,GDV-009
BRC-03876,0959979861,Khách hàng 3876,25/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Mở mới,Mới,Ưu tiên thấp,GDV-038
BRC-03421,0928259480,Khách hàng 3421,25/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN Bình Dương,Hỏi ưu đãi,Mới,Ưu tiên thấp,GDV-058
BRC-03468,0920367682,Khách hàng 3468,25/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-043
BRC-03072,0979369477,Khách hàng 3072,25/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Thành công,Nóng,GDV-038
BRC-05672,0993804530,Khách hàng 3012,26/09/2026,CMP-2026-Q3,,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-025
BRC-04090,0918327578,Khách hàng 4090,05/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Mở mới,Đã tư vấn,Ấm,GDV-013
BRC-04409,0946868221,Khách hàng 4409,05/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Ấm,GDV-043
BRC-05295,0980556543,Khách hàng 5295,05/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Cần nuôi,GDV-039
BRC-04117,0963940263,Khách hàng 4117,05/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Chuyển hồ sơ,Nóng,GDV-057
BRC-04401,0994506222,Khách hàng 4401,05/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Không liên hệ được,Nóng,GDV-010
BRC-04452,0969439096,Khách hàng 4452,05/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Đã tư vấn,Ấm,GDV-032
BRC-04464,0919170235,Khách hàng 4464,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Chuyển hồ sơ,Ấm,GDV-057
BRC-04223,0993692571,Khách hàng 4223,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đã tư vấn,Cần nuôi,GDV-058
BRC-05467,0955245199,Khách hàng 5467,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Ấm,GDV-058
BRC-05271,0983299975,Khách hàng 5271,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Thành công,Ấm,GDV-015
BRC-04763,0936982217,Khách hàng 4763,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Chuyển hồ sơ,Ưu tiên thấp,GDV-044
BRC-04874,0923318032,Khách hàng 4874,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Thành công,Ưu tiên thấp,GDV-017
BRC-04441,0903905170,Khách hàng 4441,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Tư vấn sản phẩm,Thành công,Ấm,GDV-059
BRC-04843,0943598714,Khách hàng 4843,06/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đang liên hệ,Ấm,GDV-039
BRC-04682,0971781963,Khách hàng 4682,07/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Chuyển hồ sơ,Ấm,GDV-040
BRC-05315,0965824507,Khách hàng 5315,07/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đã tư vấn,Cần nuôi,GDV-057
BRC-04987,0977998257,Khách hàng 4987,07/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Ấm,GDV-012
BRC-04989,0996939700,Khách hàng 4989,07/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Chuyển hồ sơ,Cần nuôi,GDV-039
BRC-04010,0991204145,Khách hàng 4010,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Thành công,Ấm,GDV-016
BRC-05394,0913797342,Khách hàng 5394,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-040
BRC-04810,0969805503,Khách hàng 4810,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Chuyển hồ sơ,Ấm,GDV-026
BRC-05282,0909795317,Khách hàng 5282,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-035
BRC-04631,0910648731,Khách hàng 4631,08/10/2026,CMP-2026-Q4,,Vay mua nhà,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Mới,Cần nuôi,GDV-037
BRC-05357,0934591448,Khách hàng 5357,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-025
BRC-04702,0965389225,Khách hàng 4702,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Mới,Nóng,GDV-020
BRC-04294,0969882598,Khách hàng 4294,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-017
BRC-04410,0913412116,Khách hàng 4410,08/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Nóng,GDV-042
BRC-05430,0927445326,Khách hàng 5430,08/10/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,Thành công,Ưu tiên thấp,GDV-030
BRC-05265,0960790048,Khách hàng 5265,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,Đang liên hệ,Nóng,GDV-041
BRC-04974,0955296007,Khách hàng 4974,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-013
BRC-05387,0999337377,Khách hàng 5387,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Đang liên hệ,Cần nuôi,GDV-050
BRC-05283,0930961253,Khách hàng 5283,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Thành công,Ưu tiên thấp,GDV-027
BRC-05066,0907668249,Khách hàng 5066,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Mới,Cần nuôi,GDV-008
BRC-05326,0998643571,Khách hàng 5326,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đã tư vấn,Ấm,GDV-058
BRC-04375,0959668689,Khách hàng 4375,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-001
BRC-04601,0924137951,Khách hàng 4601,09/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Mới,Cần nuôi,GDV-056
BRC-04999,0953914735,Khách hàng 4999,10/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-030
BRC-05062,0978081020,Khách hàng 5062,10/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Thành công,Ấm,GDV-037
BRC-04951,0922274836,Khách hàng 4951,10/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỏi ưu đãi,Chuyển hồ sơ,Cần nuôi,GDV-039
BRC-04301,0950167439,Khách hàng 4301,10/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-001
BRC-04024,0941206495,Khách hàng 4024,10/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Mở mới,Đã tư vấn,Nóng,GDV-051
BRC-05218,0969971597,Khách hàng 5218,11/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Mới,Nóng,GDV-035
BRC-04726,0967347827,Khách hàng 4726,11/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Tư vấn sản phẩm,Chuyển hồ sơ,Cần nuôi,GDV-042
BRC-04255,0954987587,Khách hàng 4255,11/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Đã tư vấn,Ấm,GDV-045
BRC-04938,0946063876,Khách hàng 4938,11/10/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Ấm,GDV-013
BRC-05348,0940681439,Khách hàng 5348,11/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Mới,Ấm,GDV-032
BRC-04047,0905882777,Khách hàng 4047,12/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Không liên hệ được,Ưu tiên thấp,GDV-021
BRC-05294,0962595290,Khách hàng 5294,12/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-033
BRC-04845,0901469959,Khách hàng 4845,12/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỏi ưu đãi,Đang liên hệ,Ấm,GDV-015
BRC-05115,0950311502,Khách hàng 5115,12/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Không liên hệ được,Nóng,GDV-026
BRC-05013,0907928648,Khách hàng 5013,12/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Thành công,Ấm,GDV-011
BRC-04609,0981979253,Khách hàng 4609,12/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đang liên hệ,Cần nuôi,GDV-048
BRC-05411,0976812729,Khách hàng 5411,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Cần nuôi,GDV-044
BRC-05446,0952936261,Khách hàng 5446,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Đã tư vấn,Cần nuôi,GDV-019
BRC-05181,0994612266,Khách hàng 5181,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Đang liên hệ,Ấm,GDV-004
BRC-04063,0910094045,Khách hàng 4063,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Cần nuôi,GDV-026
BRC-04880,0963107034,Khách hàng 4880,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Mới,Ưu tiên thấp,GDV-005
BRC-04730,0937930844,Khách hàng 4730,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Mới,Cần nuôi,GDV-023
BRC-04290,0970418554,Khách hàng 4290,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-035
BRC-04314,0959620604,Khách hàng 4314,13/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đã tư vấn,Cần nuôi,GDV-055
BRC-04332,0945121177,Khách hàng 4332,14/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Nóng,GDV-024
BRC-04900,0917303156,Khách hàng 4900,14/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Không liên hệ được,Cần nuôi,GDV-018
BRC-04651,0931287312,Khách hàng 4651,14/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-054
BRC-05522,0904218596,Khách hàng 4335,14/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Thành công,Cần nuôi,GDV-025
BRC-04722,0920459145,Khách hàng 4722,15/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-001
BRC-04608,0937665997,Khách hàng 4608,15/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Chuyển hồ sơ,Nóng,GDV-023
BRC-05120,0978721227,Khách hàng 5120,15/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,So sánh sản phẩm,Mới,Ấm,GDV-004
BRC-04922,0981756307,Khách hàng 4922,16/10/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Ấm,GDV-030
BRC-04620,0993939809,Khách hàng 4620,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Thành công,Ấm,GDV-013
BRC-04790,0937146150,Khách hàng 4790,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Cần nuôi,GDV-035
BRC-05376,0911246571,Khách hàng 5376,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Đã tư vấn,Nóng,GDV-017
BRC-05488,0954002664,Khách hàng 5214,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,Chuyển hồ sơ,Cần nuôi,GDV-011
BRC-04339,0957113235,Khách hàng 4339,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Mới,Nóng,GDV-006
BRC-05272,0955062675,Khách hàng 5272,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-024
BRC-04396,0920772637,Khách hàng 4396,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Thành công,Cần nuôi,GDV-042
BRC-05221,0920958201,Khách hàng 5221,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Đã tư vấn,Cần nuôi,GDV-046
BRC-04673,0988722240,Khách hàng 4673,16/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Ấm,GDV-013
BRC-04876,0940323810,Khách hàng 4876,17/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Hỏi ưu đãi,Đang liên hệ,Ấm,GDV-004
BRC-04489,0979776321,Khách hàng 4489,17/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-034
BRC-04691,0974556671,Khách hàng 4691,17/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Mới,Ấm,GDV-021
BRC-05395,0942192679,Khách hàng 5395,17/10/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-006
